"id","uniprot","main_gene","Protein.names","Gene.names","up_low_log2_rep1","up_low_log2_rep2","up_low_log2_rep3","down_high_log2_rep1","down_high_log2_rep2","down_high_log2_rep3","log2_avg_upfc","log2_avg_downfc","qVal","directionfc"
1,"A1A5B6","Tbc1d25","TBC1 domain family member 25","Tbc1d25",0.445919738,-0.900660215,-0.748278716,0.031719031,0.72021456,-0.395295859,-0.26700022,0.193241823,0.189864699,"OTHER"
3,"A2A432","Cul4b","Cullin-4B","Cul4b",-0.121368628,-0.18231311,-0.35714889,0.141819795,0.417367664,-0.025335589,-0.216859142,0.189614385,0.514801373,"OTHER"
4,"A2A4P0","Dhx8","ATP-dependent RNA helicase DHX8","Dhx8",-0.033991807,-0.28176063,-0.178776297,0.135663542,0.099453205,0.096009573,-0.16124846,0.110487255,0.963785365,"OTHER"
6,"A2A5R2","Arfgef2","Brefeldin A-inhibited guanine nucleotide-exchange protein 2","Arfgef2",-0.086731362,0.054003402,0.119449214,0.073943833,-0.347901211,-0.134043872,0.031449572,-0.125745959,1,"OTHER"
7,"A2A5Z6","Smurf2","E3 ubiquitin-protein ligase SMURF2","Smurf2",-0.248663382,-0.47351581,-0.468299314,0.056118471,0.000411255,0.09544304,-0.392958174,0.051183378,0.360874066,"OTHER"
8,"A2A690","Tanc2","Protein TANC2","Tanc2",-0.266816546,-0.541561042,-0.612982417,-0.110657627,0.378591047,-0.483573583,-0.465923579,-0.028439297,0.503349453,"OTHER"
9,"A2A699","Fam171a2","Protein FAM171A2","Fam171a2",0.342027368,-0.203206243,-0.430191885,-2.880638714,0.767924622,-0.092344093,-0.059736692,-0.111644379,0.048775691,"OTHER"
11,"A2A6Q5","Cdc27","Cell division cycle protein 27 homolog","Cdc27",0.185269145,-0.070359844,0.095085873,-0.17572059,-0.269767752,-0.049294599,0.073846951,-0.162090652,1,"OTHER"
12,"A2A6T1","Cdr2l","Cerebellar degeneration-related protein 2-like","Cdr2l",-0.178285775,0.107836761,-0.197738677,-0.047793324,0.217776526,-0.300811088,-0.082489407,-0.02809137,1,"OTHER"
13,"A2A791","Zmym4","Zinc finger MYM-type protein 4","Zmym4",-0.675526602,1.128517686,0.11082015,-0.067412731,0.079614657,-0.357648374,0.375655015,-0.103911932,0.856166693,"OTHER"
18,"A2A8Z1","Osbpl9","Oxysterol-binding protein-related protein 9","Osbpl9",0.300694089,-0.02954365,0.186184889,0.005265657,0.283587672,0.080959611,0.158861804,0.128115629,1,"OTHER"
19,"A2A9C3","Szt2","Protein SZT2","Szt2",0.121178056,0.06868993,-0.208582549,0.23008677,-0.670604236,0.02865618,0.000852656,-0.088648171,1,"OTHER"
21,"A2AAE1","Kiaa1109","Uncharacterized protein KIAA1109","Kiaa1109",-0.958058825,-0.130804092,0.290822184,-0.484707879,-0.062589422,0.663684427,-0.178203501,0.118275,0.849463471,"OTHER"
22,"A2AAY5","Sh3pxd2b","SH3 and PX domain-containing protein 2B","Sh3pxd2b",-0.125817671,-0.16388066,-0.251143908,0.013118439,0.055568053,0.049931011,-0.17933211,0.039661612,1,"OTHER"
23,"A2ABV5","Med14","Mediator of RNA polymerase II transcription subunit 14","Med14",0.062989423,0.641787852,0.44572687,-0.145707132,0.184593473,0.185711525,0.403045808,0.083070673,0.835108232,"OTHER"
24,"A2ADA5","Pusl1","tRNA pseudouridine synthase-like 1","Pusl1",0.223439249,0.075493156,-0.058990396,0.045837393,0.178480152,0.204341227,0.084595121,0.144539519,1,"OTHER"
25,"A2ADY9","Ddi2","Protein DDI1 homolog 2","Ddi2",0.064079118,-0.008867536,0.286969412,0.156701396,0.322488825,0.062068822,0.119628162,0.184463597,1,"OTHER"
27,"A2AF47","Dock11","Dedicator of cytokinesis protein 11","Dock11",0.250939199,-0.101009642,0.121973588,0.324215725,0.095676276,0.128048234,0.097873388,0.18623182,1,"OTHER"
30,"A2AGH6","Med12","Mediator of RNA polymerase II transcription subunit 12","Med12",-0.201701548,-0.47313972,-0.672893751,0.299165773,0.589621917,-0.948874601,-0.436245178,0.116950877,0.413120666,"OTHER"
31,"A2AGT5","Ckap5","Cytoskeleton-associated protein 5","Ckap5",0.090383337,0.167780207,0.009902691,-0.133423549,0.000671327,0.081141944,0.090794465,-0.014506393,1,"OTHER"
32,"A2AH22","Ambra1","Activating molecule in BECN1-regulated autophagy protein 1","Ambra1",-0.021681171,-0.041034516,-0.260860064,0.15050972,-0.330552124,0.087594509,-0.103853684,-0.015573185,1,"OTHER"
33,"A2AHC3","Camsap1","Calmodulin-regulated spectrin-associated protein 1","Camsap1",0.065179796,0.179997056,0.142805611,-0.007025178,-0.074473552,0.230788902,0.130116831,0.055800663,1,"OTHER"
34,"A2AI05","Ndor1","NADPH-dependent diflavin oxidoreductase 1","Ndor1",-0.186387085,0.534899301,-0.102254342,-0.248999963,0.228860284,-0.217436626,0.119564656,-0.062163203,1,"OTHER"
35,"A2AI08","Tprn","Taperin","Tprn",-0.001359563,0.014881769,0.037027786,0.05408678,-0.082026089,0.014259662,0.016935843,-0.003435428,1,"OTHER"
36,"A2AIG8","Accs","1-aminocyclopropane-1-carboxylate synthase-like protein 1","Accs",-0.061964531,-0.207689884,0.087756485,-0.119258279,-0.269690437,0.154985794,-0.055592429,-0.067148119,1,"OTHER"
39,"A2AJ15","Man1b1","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase","Man1b1",0.027407656,-0.084534005,0.039999427,-0.130101812,0.16830782,0.384114055,-0.004632871,0.155992996,1,"OTHER"
40,"A2AJ88","Pnpla7","Patatin-like phospholipase domain-containing protein 7","Pnpla7",0.327914928,-0.159657801,0.073051044,0.284671721,-0.224101017,-0.15801226,0.09417947,-0.01424677,1,"OTHER"
41,"A2AJI0","Map7d1","MAP7 domain-containing protein 1","Map7d1",0.077768984,0.019584964,0.010968782,-0.050810667,0.078074196,0.021247305,0.036414003,0.017132406,1,"OTHER"
42,"A2AJL3","Fggy","FGGY carbohydrate kinase domain-containing protein","Fggy",0.012788742,-0.329608867,-0.735519977,0.641535181,0.658701113,-0.328647666,-0.31877109,0.391376019,0.031019862,"INV"
43,"A2AJT4","Pnisr","Arginine/serine-rich protein PNISR","Pnisr",-0.086695492,-0.611116595,-0.450733527,-0.211900092,1.095172979,-0.151987674,-0.365848053,0.378436128,0.055634392,"OTHER"
45,"Q99J38","Ttc30a1","Tetratricopeptide repeat protein 30A1;Tetratricopeptide repeat protein 30B;Tetratricopeptide repeat protein 30A2","Ttc30a1;Ttc30b;Ttc30a2",0.098196921,-0.279061409,-0.272972171,0.920655069,-0.413554118,-0.029344653,-0.140202906,0.272465775,0.834067139,"OTHER"
47,"A2ALU4","Shroom2","Protein Shroom2","Shroom2",-0.311526777,-0.023774472,-0.03836848,-0.279987391,0.073724827,0.086029506,-0.118622556,-0.030386648,1,"OTHER"
48,"A2ALW5","Dnajc25","DnaJ homolog subfamily C member 25","Dnajc25",0.19490401,0.098638397,-0.164869249,-0.155156698,-0.043454611,-0.155817378,0.050754641,-0.117168044,1,"OTHER"
49,"A2AM05","Cntln","Centlein","Cntln",-0.065057034,-0.316743486,-0.482618773,0.439417965,0.408802457,0.392917759,-0.27784586,0.41384201,0.020325198,"INV"
50,"A2AN08","Ubr4","E3 ubiquitin-protein ligase UBR4","Ubr4",-0.033229574,0.002796397,-0.075963979,-0.082430665,0.038634001,0.098485939,-0.035106841,0.020178656,1,"OTHER"
51,"A2APV2","Fmnl2","Formin-like protein 2","Fmnl2",-0.166024095,0.0384992,-0.330090134,-0.097325507,-0.102031216,-0.045889442,-0.14463361,-0.081523717,1,"OTHER"
52,"A2APY7","Ndufaf5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5","Ndufaf5",-0.288871397,-0.102260864,-0.37953667,-0.28607897,-0.304597813,0.181548262,-0.252226769,-0.118259046,1,"OTHER"
53,"A2AQ19","Rtf1","RNA polymerase-associated protein RTF1 homolog","Rtf1",-0.020773705,-0.176738218,-0.330182445,-0.225640799,-0.081557049,-0.097289332,-0.170371886,-0.133400599,1,"OTHER"
54,"A2AQ25","Skt","Sickle tail protein","Skt",-0.125353965,-0.042291962,-0.520043904,-0.074961831,0.021863139,0.639733975,-0.214663922,0.231710458,0.423469117,"OTHER"
55,"A2AR02","Ppig","Peptidyl-prolyl cis-trans isomerase G","Ppig",-0.029780374,-0.023310912,0.237326026,0.055638059,-0.317539434,0.064111755,0.066880058,-0.055292934,1,"OTHER"
56,"A2AR50","Ralgps1","Ras-specific guanine nucleotide-releasing factor RalGPS1","Ralgps1",0.057033202,-0.179258529,-0.213262737,-0.978322661,0.045978361,-0.203993784,-0.106733467,-0.317069272,0.992452079,"OTHER"
57,"A2ARA8","Itga8","Integrin alpha-8;Integrin alpha-8 heavy chain;Integrin alpha-8 light chain","Itga8",0.068606585,0.014425401,-0.191786202,0.137994343,0.087032959,-0.248089744,-0.031959171,0.002195227,1,"OTHER"
59,"A2AS55","Ankrd16","Ankyrin repeat domain-containing protein 16","Ankrd16",0.282723316,0.322669747,-0.461869364,0.077991222,-0.16735097,-0.173459432,0.090029876,-0.082765622,1,"OTHER"
60,"A2ASS6","Ttn","Titin","Ttn",0.331494694,0.112805042,0.286030849,-0.079148039,0.044027185,0.071971712,0.246479501,0.013763112,1,"OTHER"
61,"A2AT37","Upf2","","Upf2",0.097274552,-0.070494201,-0.052454511,-0.081079608,-0.165948122,0.084528795,-0.006575998,-0.050385954,1,"OTHER"
62,"A2ATU0","Dhtkd1","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial","Dhtkd1",-0.004059271,0.004696781,-0.20898292,-0.06978009,0.015671228,-0.11033182,-0.066126224,-0.053853138,1,"OTHER"
63,"A2AVA0","Svep1","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1",-0.089288803,-0.108536904,-0.393358794,-0.092343066,0.274607962,-0.072901921,-0.190520115,0.046554937,1,"OTHER"
65,"A2AWA9","Rabgap1","Rab GTPase-activating protein 1","Rabgap1",0.037108176,-0.112958468,-0.021937376,-0.014303976,-0.071017727,-0.080428648,-0.031280477,-0.054953184,1,"OTHER"
67,"A2BDX3","Mocs3","Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase","Mocs3",0.173518919,-0.186488646,-0.081685633,0.040999555,0.019379415,0.196219093,-0.023513768,0.087707989,1,"OTHER"
68,"A2BE28","Las1l","Ribosomal biogenesis protein LAS1L","Las1l",0.142977903,0.245628632,-0.022401877,0.149814273,0.00286273,0.285742445,0.126260731,0.150754774,1,"OTHER"
69,"A2BH40","Arid1a","AT-rich interactive domain-containing protein 1A","Arid1a",-0.035067907,0.012043461,-0.332726323,0.270036457,0.115590911,0.182570437,-0.110706525,0.190788097,0.837030848,"OTHER"
70,"A2CG49","Kalrn","Kalirin","Kalrn",0.174947211,0.162585628,0.126109205,0.235983363,-0.139338913,0.640017787,0.154695939,0.280557562,1,"OTHER"
73,"A2RSJ4","Uhrf1bp1l","UHRF1-binding protein 1-like","Uhrf1bp1l",-0.173610732,-0.023786147,-0.193814661,-0.004234973,-0.087664268,0.024748278,-0.128387781,-0.021601237,1,"OTHER"
74,"A2RSX7","Tyw5","tRNA wybutosine-synthesizing protein 5","Tyw5",-0.329552311,-0.357894211,-0.241524128,0.0133991,-0.453605109,-0.019387498,-0.308800967,-0.138072067,1,"OTHER"
75,"A2RSY1","Kansl3","KAT8 regulatory NSL complex subunit 3","Kansl3",-0.393481738,-0.212359047,0.456496905,0.070339442,-0.253073656,0.456674896,-0.001626026,0.120549077,1,"OTHER"
76,"A2RSY6","Trmt1l","TRMT1-like protein","Trmt1l",0.036081219,-0.088403552,-0.085713148,0.047854726,-0.015783337,-0.083046851,-0.044832763,-0.016002382,1,"OTHER"
77,"A2RTL5","Rsrc2","Arginine/serine-rich coiled-coil protein 2","Rsrc2",0.350168228,0.456003514,-0.134218361,1.037969252,0.72659245,-0.050078442,0.245945559,0.639678336,0.700335667,"OTHER"
78,"A3KGB4","Tbc1d8b","TBC1 domain family member 8B","Tbc1d8b",-0.307632891,-0.198112652,-0.168949075,-0.225142681,0.240909279,0.006304969,-0.223673112,0.019880971,1,"OTHER"
81,"A3KGV1-4","Odf2","Outer dense fiber protein 2","Odf2",-0.113344068,0.39295168,-0.209356075,0.288902876,-1.058345942,-0.692345237,0.048442259,-0.370377496,0.210947452,"OTHER"
82,"A3KGW5","Cercam","Probable inactive glycosyltransferase 25 family member 3","Cercam",0.134656412,-0.129390382,0.122292152,-0.270564367,-0.085401482,0.086581561,0.047543898,-0.082444224,1,"OTHER"
83,"A3KMP2","Ttc38","Tetratricopeptide repeat protein 38","Ttc38",0.055265337,0.058682564,0.135062133,0.029994754,-0.119704599,0.095254563,0.08347642,0.004627652,1,"OTHER"
85,"A6H5Y3","Mtr","Methionine synthase","Mtr",0.038359478,0.056732498,-0.22804595,0.224424902,-0.030744641,-0.115025151,-0.038577533,0.033554588,1,"OTHER"
86,"A6H5Z3","Exoc6b","Exocyst complex component 6B","Exoc6b",0.117403947,0.007914542,-0.032166266,0.087492443,0.092290353,-0.042561479,0.032445486,0.047078876,1,"OTHER"
87,"A6H611","Mipep","Mitochondrial intermediate peptidase","Mipep",0.065554083,-0.102293351,-0.511470472,0.030417788,0.172914914,0.038504339,-0.162974547,0.082107717,1,"OTHER"
88,"A6H619","Phrf1","PHD and RING finger domain-containing protein 1","Phrf1",-0.105104733,-0.265473609,-0.498430627,0.19115405,-0.012672994,0.047947806,-0.2807205,0.078028706,0.632077757,"OTHER"
89,"A6H6A9","Rabgap1l","Rab GTPase-activating protein 1-like","Rabgap1l",-0.329589855,0.118621411,0.022278141,0.072188617,0.033460444,0.304804521,-0.050392126,0.141879902,1,"OTHER"
90,"A6H8H2","Dennd4c","DENN domain-containing protein 4C","Dennd4c",-0.220336162,-0.260162883,-0.155897403,0.122585656,0.005587811,0.136160929,-0.211490833,0.089291035,0.866491043,"OTHER"
91,"A6X8Z5","Arhgap31","Rho GTPase-activating protein 31","Arhgap31",0.197799259,-0.261826247,-0.125801963,-0.26501504,-0.248965906,0.201220887,-0.050167109,-0.08754926,1,"OTHER"
92,"A6X919","Dpy19l1","Probable C-mannosyltransferase DPY19L1","Dpy19l1",0.077452733,0.281587533,-0.132073727,0.450582002,0.149239444,-0.048419594,0.085517094,0.198523984,1,"OTHER"
93,"A8C756","Thada","Thyroid adenoma-associated protein homolog","Thada",-0.091398854,0.018403657,0.097461267,0.266846957,0.110344254,-0.064614912,0.010225793,0.110524361,1,"OTHER"
94,"B0F2B4","Nlgn4l","Neuroligin 4-like","Nlgn4l",-0.104140179,0.214554137,0.130883334,-0.496594312,0.631593561,-0.068196703,0.086633617,0.098456754,1,"OTHER"
95,"B0V2N1-6","Ptprs","Receptor-type tyrosine-protein phosphatase S","Ptprs",-0.062417135,-0.035387223,0.005758679,-0.064949231,0.089566101,-0.143604531,-0.030409158,-0.036385979,1,"OTHER"
96,"B1AR13","Cisd3","CDGSH iron-sulfur domain-containing protein 3, mitochondrial","Cisd3",0.043932742,0.235436381,0.149129733,-0.391630022,-0.030648942,0.150015733,0.14495278,-0.07358085,1,"OTHER"
98,"B1AVD1","Xpnpep2","","Xpnpep2",0.312384228,-0.387291471,-0.122391959,0.26763377,0.407895001,-0.071040885,-0.036533235,0.2151738,0.991929451,"OTHER"
99,"B1AVH7","Tbc1d2","TBC1 domain family member 2A","Tbc1d2",-0.434706618,0.127283769,0.031255467,0.122332763,0.113604996,-0.375034604,-0.071986986,-0.028406162,1,"OTHER"
101,"B1AVZ0","Uprt","Uracil phosphoribosyltransferase homolog","Uprt",0.18725204,0.005803245,0.090189966,0.28462572,0.253116157,-0.12738764,0.096322075,0.148548209,1,"OTHER"
102,"B1AWL2","Zfp462","","Zfp462",0.028370196,0.218100615,0.167680044,-0.218562544,-0.346493644,0.237489142,0.140260053,-0.086786373,1,"OTHER"
104,"B1AY10","Nfx1","Transcriptional repressor NF-X1","Nfx1",-0.269973233,0.001980324,-0.391580432,-0.04882041,0.05202494,-0.232409402,-0.210338844,-0.071644801,1,"OTHER"
105,"B1AY13","Usp24","Ubiquitin carboxyl-terminal hydrolase 24","Usp24",-0.039062641,0.133368345,-0.091209102,-0.041398344,0.151679638,-0.02285595,0.00426138,0.031798385,1,"OTHER"
107,"B1AZA5","Tmem245","Transmembrane protein 245","Tmem245",-0.2394076,0.098714548,-0.114895249,-0.529184867,-0.074529101,0.289646829,-0.078380177,-0.066457981,1,"OTHER"
108,"B1AZI6","Thoc2","THO complex subunit 2","Thoc2",-0.063350173,0.036857298,-0.136321902,0.015360618,-0.068253051,-0.010646447,-0.052520058,-0.020758052,1,"OTHER"
109,"B1AZP2","Dlgap4","Disks large-associated protein 4","Dlgap4",0.058792835,0.06608325,-0.103954542,-0.022024577,-0.050343274,-0.200169806,0.009081263,-0.08875364,1,"OTHER"
111,"B2RPY5","Gpr161","G-protein coupled receptor 161","Gpr161",0.367244406,-0.225576214,0.368861125,-0.225420045,0.807684354,-0.26296974,0.19596619,0.197075398,1,"OTHER"
112,"B2RQC6","Cad","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase","Cad",-0.038514329,0.049770392,-0.120488205,-0.002342618,0.062887851,-0.093041037,-0.034734802,-0.009419489,1,"OTHER"
116,"B2RRE7","Otud4","OTU domain-containing protein 4","Otud4",0.013044196,-0.060420273,-0.038701075,0.150547779,0.470307832,-0.241519239,-0.028362238,0.155425432,1,"OTHER"
118,"B2RSH2","Gnai1","Guanine nucleotide-binding protein G(i) subunit alpha-1","Gnai1",-0.659304728,0.554634467,-0.560438074,-0.686385782,-0.361388541,0.492831502,-0.109838157,-0.09591921,1,"OTHER"
119,"B2RUJ5","Apba1","Amyloid beta A4 precursor protein-binding family A member 1","Apba1",0.393105951,-0.425029883,-0.21449069,0.597639853,0.677567347,0.235958564,-0.039047873,0.516139058,0.09466051,"OTHER"
120,"B2RUR8","Otud7b","OTU domain-containing protein 7B","Otud7b",-0.31594378,-0.338699886,-0.109982255,0.051512461,0.199250548,0.010505012,-0.251150463,0.089389989,0.716399475,"OTHER"
121,"B2RVL6","Zcchc24","Zinc finger CCHC domain-containing protein 24","Zcchc24",-0.032550023,-0.603454355,-0.650252246,0.523539559,0.658542034,-0.339805214,-0.400342154,0.343355626,0.018408365,"INV"
124,"B2RXC1","Trappc11","Trafficking protein particle complex subunit 11","Trappc11",-0.123695932,-0.074872381,0.196993443,0.198967912,-0.003050791,-0.012611509,0.006509346,0.064451052,1,"OTHER"
125,"B2RXR6","Ankrd44","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B","Ankrd44",-0.15304302,-0.099896892,0.151034867,0.1414774,-0.087873226,0.131570343,-0.027764749,0.065539388,1,"OTHER"
126,"B2RXS4","Plxnb2","Plexin-B2","Plxnb2",-0.020507099,-0.076466063,0.025902461,-0.067610184,0.053328606,0.005849743,-0.0230839,-0.001955422,1,"OTHER"
127,"B2RY04","Dock5","Dedicator of cytokinesis protein 5","Dock5",-0.036445747,-0.326098028,0.114529048,-0.115799938,0.478730042,-0.250314782,-0.071286431,0.073637402,1,"OTHER"
128,"B2RY56","Rbm25","RNA-binding protein 25","Rbm25",-0.049691288,-0.427504566,-0.400428898,0.128799461,0.103343623,0.095432598,-0.282015997,0.109262256,0.503349453,"OTHER"
129,"B7ZMP1","Xpnpep3","Probable Xaa-Pro aminopeptidase 3","Xpnpep3",-0.097263459,0.244496962,0.219576284,0.187748103,-0.130179474,-0.086214988,0.130436999,-0.002554312,1,"OTHER"
131,"B8JKV0","Amn1","","Amn1",0.338730724,-0.045991063,-0.024725733,0.010191078,0.124427694,0.040527062,0.100428321,0.059195421,1,"OTHER"
132,"B8ZXI1-2","Qtrtd1","Queuine tRNA-ribosyltransferase subunit QTRTD1","Qtrtd1",-0.023302662,-0.709106938,-0.336334616,-0.37371467,-0.024714083,-0.205898412,-0.329324404,-0.194401166,1,"OTHER"
133,"B9EJ80","Pdzd8","","Pdzd8",0.067211336,-0.047238535,-0.033756975,-0.16580984,0.034076842,0.129271266,-0.003683735,0.004355413,1,"OTHER"
134,"B9EJ86","Osbpl8","Oxysterol-binding protein","Osbpl8",0.121732112,-0.134658649,-0.115374363,0.009272097,0.051716493,-0.22260325,-0.037972525,-0.048928192,1,"OTHER"
135,"B9EKI3","Tmf1","TATA element modulatory factor","Tmf1",-0.163922886,-0.047056382,-0.3426066,-0.083740813,-0.044496189,0.170050169,-0.179449812,0.018317846,1,"OTHER"
136,"B9EKR1","Ptprz1","Receptor-type tyrosine-protein phosphatase zeta","Ptprz1",0.104011644,0.092960837,-0.049353797,0.000476087,-0.021404982,-0.08610633,0.0508772,-0.03521221,1,"OTHER"
139,"Q8CGP5","Hist1h2af","Histone H2A type 1-F;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 3;Histone H2A type 1-H","Hist1h2af;H2afj;Hist1h2ak;Hist3h2a;Hist1h2ah",-0.023523318,0.250569767,0.050594638,0.046299658,0.262408937,0.178990514,0.097249255,0.165294249,1,"OTHER"
243,"D3YXG0","Hmcn1","","Hmcn1",-0.116010088,-0.208077341,-0.463015623,0.01982181,0.659803304,-0.521809794,-0.255038427,0.133212354,0.824010566,"OTHER"
244,"D3YXJ0-2","Dgkh","Diacylglycerol kinase","Dgkh",0.545496544,0.165706249,0.096063921,0.627831477,-0.596227944,-0.120312859,0.282969932,0.059682874,0.871240539,"OTHER"
246,"D3YXK2","Safb","Scaffold attachment factor B1","Safb",-0.01353492,-0.011841698,0.038779591,-0.166207236,-0.102942495,0.190791499,0.004672635,-0.017561064,1,"OTHER"
248,"D3YYU8","Obsl1","Obscurin-like protein 1","Obsl1",0.021908599,0.003795389,-0.016618583,-0.175682808,0.058854689,-0.052083203,0.003114285,-0.053129699,1,"OTHER"
249,"D3YZG8","Mthfd2l","Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase","Mthfd2l",0.121702248,0.222227071,-0.123185027,0.033010592,-0.073292366,0.074495178,0.080752806,0.012737406,1,"OTHER"
250,"D3YZP9","Ccdc6","Coiled-coil domain-containing protein 6","Ccdc6",-0.071736072,0.313837754,0.070523017,-0.233617677,-0.300551355,0.159497775,0.113077909,-0.110220265,1,"OTHER"
251,"D3YZV8","Ccdc8","Coiled-coil domain-containing protein 8 homolog","Ccdc8",0.197145186,0.008693425,-0.096076911,-0.338459893,0.58315326,0.030385519,0.041731363,0.141995206,1,"OTHER"
252,"D3Z2R5","Sepn1","","Sepn1",-0.004459811,-0.223837091,-0.261577929,0.179797792,0.389248763,-0.10187078,-0.15876566,0.169608743,0.804080253,"OTHER"
253,"D3Z4S3","Ptrhd1","Putative peptidyl-tRNA hydrolase PTRHD1","Ptrhd1",-0.656490065,0.051863471,-0.847076028,0.093530805,0.154780108,-0.72361474,-0.429904229,-0.106866444,0.774376214,"OTHER"
254,"D3Z7P3","Gls","Glutaminase kidney isoform, mitochondrial","Gls",-0.014328614,0.053373918,-0.051813958,-0.069827409,-0.039016257,0.004778716,-0.003597392,-0.034363099,1,"OTHER"
256,"D3Z7Q2","Smim20","","Smim20",0.061580099,0.03244739,-0.008048794,0.053656575,0.182598808,-0.050338966,0.028941713,0.065125595,1,"OTHER"
257,"E1U8D0","Soga1","Protein SOGA1;N-terminal form;C-terminal 80 kDa form","Soga1",-0.343666133,-0.137251141,0.110265395,0.132996427,-0.024279578,0.136074697,-0.111584445,0.083515885,1,"OTHER"
258,"E2JF22","Piezo1","Piezo-type mechanosensitive ion channel component 1","Piezo1",0.053119286,0.040392758,-0.042321915,-0.032326768,0.023233696,0.062547503,0.017679782,0.018342131,1,"OTHER"
260,"E9PVA8","Gcn1l1","","Gcn1l1",0.080471049,0.022595691,-0.005165601,0.013038066,0.025639115,0.037354681,0.033076201,0.02537812,1,"OTHER"
261,"E9PVB5","Ttc17","Tetratricopeptide repeat protein 17","Ttc17",0.413314701,0.536354743,-0.540664276,-0.513841544,0.233782478,-0.110373637,0.209765178,-0.098187828,0.992452079,"OTHER"
262,"E9PVD3","Dchs1","Protocadherin-16","Dchs1",0.008236125,-0.129550538,-0.348592332,0.201622706,0.138113398,-0.249263674,-0.149231843,0.043476059,1,"OTHER"
263,"E9PXF8","Sbf2","","Sbf2",-0.331639842,-0.040578842,0.205785493,-0.004308898,-0.174751986,-0.268835104,-0.038889572,-0.14511227,1,"OTHER"
264,"E9PY46","Ift140","","Ift140",0.128799777,-0.20814427,-0.170997462,-0.407584713,0.304755824,0.174313529,-0.075387218,0.055436933,1,"OTHER"
265,"E9PYH6","Setd1a","Histone-lysine N-methyltransferase","Setd1a",0.219017327,-0.186767921,-0.147336819,-0.014139263,-0.048957644,-0.043106755,-0.02648522,-0.035320729,1,"OTHER"
266,"E9PYK3","Parp4","","Parp4",0.196358785,0.087524838,-0.015639677,-0.004452299,0.155074974,0.103887129,0.092011828,0.086359514,1,"OTHER"
268,"E9PZJ8","Ascc3","Activating signal cointegrator 1 complex subunit 3","Ascc3",0.002785709,-0.139571024,-0.153765471,-0.013617104,0.025028766,-0.074638675,-0.095099487,-0.020493777,1,"OTHER"
270,"E9Q1P8","Irf2bp2","Interferon regulatory factor 2-binding protein 2","Irf2bp2",1.127600627,0.099563706,-1.157424835,-0.985632878,0.358974175,0.914163249,0.304398885,0.291601028,1,"OTHER"
272,"E9Q394","Akap13","","Akap13",-0.038349781,-0.063939398,0.095026911,-0.089805115,0.170867892,0.175085438,-0.000720651,0.090589899,1,"OTHER"
274,"E9Q3L2","Pi4ka","","Pi4ka",-0.053531585,0.048116666,0.015481823,-0.055139115,0.174544126,0.059895586,0.003975398,0.062812338,1,"OTHER"
275,"E9Q4F7","Ankrd11","","Ankrd11",-0.436043624,-0.040605762,-0.278118559,0.247298363,0.065580341,-0.309984836,-0.24236721,0.019174461,1,"OTHER"
276,"E9Q4N7","Arid1b","","Arid1b",0.059440772,0.169073861,-0.506048011,-0.133226726,0.177587281,0.505327322,-0.063636866,0.206737441,0.96166998,"OTHER"
277,"E9Q4P1","Wdfy1","","Wdfy1",0.236120823,-0.012643935,0.144503035,-0.245587628,-0.069619996,0.24811384,0.126288091,-0.007707954,1,"OTHER"
278,"E9Q4S1","Pde8b","High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8B","Pde8b",0.128628523,-0.160510112,-0.153101388,0.115012577,-0.166894504,-0.055628913,-0.055252632,-0.031151105,1,"OTHER"
279,"E9Q555","Rnf213","E3 ubiquitin-protein ligase RNF213","Rnf213",-0.330387629,-0.081809654,0.100305681,-0.088783452,-0.0485971,-0.039256978,-0.093265846,-0.058719661,1,"OTHER"
280,"E9Q5C9","Nolc1","","Nolc1",0.077051849,-0.150488145,-0.14381425,0.150855235,-0.015632598,0.015945855,-0.068478912,0.052213856,1,"OTHER"
281,"E9Q5F9","Setd2","Histone-lysine N-methyltransferase SETD2","Setd2",-0.064875194,0.333364056,-0.046060332,-0.351835675,-0.451064869,-0.154468496,0.086128646,-0.313804311,0.524660118,"OTHER"
282,"E9Q5K9","Ythdc1","YTH domain-containing protein 1","Ythdc1",0.132314134,0.053847542,-0.382332514,0.130596606,-0.016645094,-0.160541087,-0.04827487,-0.010635907,1,"OTHER"
283,"E9Q634","Myo1e","Unconventional myosin-Ie","Myo1e",-0.124839943,0.192401137,-0.118409273,0.273369976,-0.015924705,0.016782957,-0.009179426,0.097319205,1,"OTHER"
